Station,Entries,Latitude,Longitude,Year
Aircraft,234300,-37.86660595,144.7608094,2023
Aircraft,248850,-37.86660595,144.7608094,2024
Alamein,91500,-37.86832039,145.0796557,2023
Alamein,96200,-37.86832039,145.0796557,2024
Albion,433100,-37.77765281,144.8247036,2023
Albion,413900,-37.77765281,144.8247036,2024
Alphington,244050,-37.77839363,145.0312549,2023
Alphington,249100,-37.77839363,145.0312549,2024
Altona,260350,-37.8671476,144.8296447,2023
Altona,263300,-37.8671476,144.8296447,2024
Anstey,358900,-37.76124203,144.960684,2023
Anstey,365100,-37.76124203,144.960684,2024
Armadale,413300,-37.85645238,145.0193255,2023
Armadale,469600,-37.85645238,145.0193255,2024
Ascot Vale,474300,-37.77530609,144.9218207,2023
Ascot Vale,491400,-37.77530609,144.9218207,2024
Ashburton,194250,-37.86196753,145.0813438,2023
Ashburton,201950,-37.86196753,145.0813438,2024
Aspendale,156950,-38.02722019,145.1021496,2023
Aspendale,169500,-38.02722019,145.1021496,2024
Auburn,626150,-37.82239831,145.0458437,2023
Auburn,650000,-37.82239831,145.0458437,2024
Balaclava,416700,-37.86948773,144.9935121,2020
Balaclava,787700,-37.86948773,144.9935121,2023
Balaclava,752350,-37.86948773,144.9935121,2024
Batman,222650,-37.73352285,144.9628406,2023
Batman,228750,-37.73352285,144.9628406,2024
Baxter,2550,-38.19404306,145.1605261,2023
Baxter,2500,-38.19404306,145.1605261,2024
Bayswater,385400,-37.84173004,145.2681364,2023
Bayswater,446150,-37.84173004,145.2681364,2024
Beaconsfield,174000,-38.05083135,145.3660737,2023
Beaconsfield,199950,-38.05083135,145.3660737,2024
Belgrave,223050,-37.9091021,145.3552913,2023
Belgrave,283100,-37.9091021,145.3552913,2024
Bell,385100,-37.74556212,145.000155,2023
Bell,412250,-37.74556212,145.000155,2024
Bentleigh,509100,-37.91742457,145.0369951,2023
Bentleigh,586000,-37.91742457,145.0369951,2024
Berwick,361200,-38.04040829,145.3457261,2020
Berwick,948200,-38.04040829,145.3457261,2023
Berwick,1008200,-38.04040829,145.3457261,2024
Bittern,7850,-38.33739032,145.1780265,2023
Bittern,8800,-38.33739032,145.1780265,2024
Blackburn,533050,-37.82007075,145.1500135,2020
Blackburn,1230050,-37.82007075,145.1500135,2023
Blackburn,1206950,-37.82007075,145.1500135,2024
Bonbeach,134500,-38.06294478,145.1196804,2023
Bonbeach,141600,-38.06294478,145.1196804,2024
Boronia,380550,-37.8604518,145.2843851,2023
Boronia,462850,-37.8604518,145.2843851,2024
Box Hill,1192700,-37.81922165,145.1214289,2020
Box Hill,2535000,-37.81922165,145.1214289,2023
Box Hill,2648350,-37.81922165,145.1214289,2024
Brighton Beach,393350,-37.92648432,144.9891536,2023
Brighton Beach,332650,-37.92648432,144.9891536,2024
Broadmeadows,395750,-37.68304926,144.9196132,2020
Broadmeadows,874950,-37.68304926,144.9196132,2023
Broadmeadows,878300,-37.68304926,144.9196132,2024
Brunswick,326950,-37.76772055,144.9595865,2023
Brunswick,350600,-37.76772055,144.9595865,2024
Burnley,730000,-37.82756022,145.0075551,2023
Burnley,881250,-37.82756022,145.0075551,2024
Burwood,214050,-37.85156328,145.0805111,2023
Burwood,221250,-37.85156328,145.0805111,2024
Camberwell,641150,-37.82656714,145.0586972,2020
Camberwell,1241500,-37.82656714,145.0586972,2023
Camberwell,1260400,-37.82656714,145.0586972,2024
Canterbury,246900,-37.82448518,145.0812242,2023
Canterbury,268450,-37.82448518,145.0812242,2024
Cardinia Road,360500,-38.07129047,145.437791,2023
Cardinia Road,405950,-38.07129047,145.437791,2024
Carnegie,460850,-37.88624148,145.0585751,2020
Carnegie,993800,-37.88624148,145.0585751,2023
Carnegie,1015400,-37.88624148,145.0585751,2024
Carrum,322800,-38.07489292,145.1224183,2023
Carrum,343700,-38.07489292,145.1224183,2024
Caulfield,1370650,-37.87745946,145.0425248,2020
Caulfield,2909850,-37.87745946,145.0425248,2023
Caulfield,3205100,-37.87745946,145.0425248,2024
Chatham,175600,-37.82429952,145.0886479,2023
Chatham,183300,-37.82429952,145.0886479,2024
Chelsea,340500,-38.05195538,145.1160413,2023
Chelsea,352250,-38.05195538,145.1160413,2024
Cheltenham,629500,-37.96664989,145.0545579,2023
Cheltenham,717500,-37.96664989,145.0545579,2024
Clayton,796650,-37.92468255,145.1205344,2020
Clayton,1535450,-37.92468255,145.1205344,2023
Clayton,1514000,-37.92468255,145.1205344,2024
Clifton Hill,779150,-37.78865745,144.9954167,2023
Clifton Hill,719300,-37.78865745,144.9954167,2024
Coburg,498850,-37.74234502,144.9633363,2023
Coburg,511300,-37.74234502,144.9633363,2024
Collingwood,488050,-37.80452593,144.9937497,2023
Collingwood,487500,-37.80452593,144.9937497,2024
Coolaroo,253750,-37.66100253,144.9260556,2023
Coolaroo,281400,-37.66100253,144.9260556,2024
Craigieburn,560500,-37.6018169,144.9433203,2020
Craigieburn,1418700,-37.6018169,144.9433203,2023
Craigieburn,1508250,-37.6018169,144.9433203,2024
Cranbourne,407700,-38.09953731,145.280599,2020
Cranbourne,949900,-38.09953731,145.280599,2023
Cranbourne,1054250,-38.09953731,145.280599,2024
Crib Point,7150,-38.36612338,145.2040433,2023
Crib Point,7900,-38.36612338,145.2040433,2024
Croxton,228050,-37.764101,144.9970562,2023
Croxton,244250,-37.764101,144.9970562,2024
Croydon,288100,-37.79543697,145.2805978,2023
Croydon,447350,-37.79543697,145.2805978,2024
Dandenong,1159900,-37.98996792,145.2097254,2020
Dandenong,2073300,-37.98996792,145.2097254,2023
Dandenong,1970750,-37.98996792,145.2097254,2024
Darebin,102800,-37.77496341,145.038476,2023
Darebin,112450,-37.77496341,145.038476,2024
Darling,282750,-37.86895684,145.0629508,2023
Darling,262650,-37.86895684,145.0629508,2024
Dennis,247400,-37.77918729,145.0082416,2023
Dennis,260800,-37.77918729,145.0082416,2024
Diamond Creek,128950,-37.67329744,145.1585062,2023
Diamond Creek,114700,-37.67329744,145.1585062,2024
Diggers Rest,173850,-37.62701651,144.7199224,2023
Diggers Rest,165600,-37.62701651,144.7199224,2024
Eaglemont,111200,-37.76358553,145.0539427,2023
Eaglemont,126500,-37.76358553,145.0539427,2024
East Camberwell,176350,-37.82589419,145.0681902,2023
East Camberwell,185950,-37.82589419,145.0681902,2024
East Malvern,335300,-37.87693002,145.069393,2023
East Malvern,333800,-37.87693002,145.069393,2024
East Pakenham,3700,-38.084284,145.506311,2023
East Pakenham,54500,-38.084284,145.506311,2024
East Richmond,537300,-37.82639995,144.9970657,2023
East Richmond,575900,-37.82639995,144.9970657,2024
Edithvale,186300,-38.03805602,145.1085355,2023
Edithvale,201450,-38.03805602,145.1085355,2024
Elsternwick,385100,-37.88475311,145.0008979,2020
Elsternwick,797050,-37.88475311,145.0008979,2023
Elsternwick,763550,-37.88475311,145.0008979,2024
Eltham,387550,-37.71354967,145.147822,2023
Eltham,344100,-37.71354967,145.147822,2024
Epping,417650,-37.65238715,145.0301217,2020
Epping,725350,-37.65238715,145.0301217,2023
Epping,748150,-37.65238715,145.0301217,2024
Essendon,579150,-37.7560117,144.9161975,2020
Essendon,1312800,-37.7560117,144.9161975,2023
Essendon,1347950,-37.7560117,144.9161975,2024
Fairfield,444550,-37.77917126,145.0169053,2023
Fairfield,437700,-37.77917126,145.0169053,2024
Fawkner,147500,-37.71462129,144.960545,2023
Fawkner,146600,-37.71462129,144.960545,2024
Ferntree Gully,269950,-37.88169799,145.2952513,2023
Ferntree Gully,337700,-37.88169799,145.2952513,2024
Flagstaff,1378000,-37.81198131,144.9556538,2020
Flagstaff,3435300,-37.81198131,144.9556538,2023
Flagstaff,3445200,-37.81198131,144.9556538,2024
Flemington Bridge,252700,-37.78813995,144.9393233,2023
Flemington Bridge,273600,-37.78813995,144.9393233,2024
Flemington Racecourse,134250,-37.78720192,144.9075887,2023
Flemington Racecourse,145550,-37.78720192,144.9075887,2024
Flinders Street,8528000,-37.81830513,144.9669643,2020
Flinders Street,20345200,-37.81830513,144.9669643,2023
Flinders Street,19633300,-37.81830513,144.9669643,2024
Footscray,2056000,-37.80108298,144.9031992,2020
Footscray,4365800,-37.80108298,144.9031992,2023
Footscray,4383950,-37.80108298,144.9031992,2024
Frankston,576400,-38.14299007,145.1261623,2020
Frankston,997450,-38.14299007,145.1261623,2023
Frankston,1035450,-38.14299007,145.1261623,2024
Gardenvale,396750,-37.89669508,145.0041684,2023
Gardenvale,380050,-37.89669508,145.0041684,2024
Gardiner,399250,-37.85327908,145.0516547,2023
Gardiner,399400,-37.85327908,145.0516547,2024
Ginifer,650350,-37.75751083,144.8095734,2023
Ginifer,624500,-37.75751083,144.8095734,2024
Glen Iris,268850,-37.85930842,145.0582249,2023
Glen Iris,261300,-37.85930842,145.0582249,2024
Glen Waverley,530400,-37.87950407,145.1620575,2020
Glen Waverley,1326650,-37.87950407,145.1620575,2023
Glen Waverley,1209700,-37.87950407,145.1620575,2024
Glenbervie,263100,-37.74720985,144.9209387,2023
Glenbervie,272200,-37.74720985,144.9209387,2024
Glenferrie,749450,-37.82146682,145.0364388,2020
Glenferrie,1996050,-37.82146682,145.0364388,2023
Glenferrie,1978650,-37.82146682,145.0364388,2024
Glenhuntly,524650,-37.88971946,145.0422229,2023
Glenhuntly,641550,-37.88971946,145.0422229,2024
Glenroy,399100,-37.70453633,144.9172204,2020
Glenroy,758850,-37.70453633,144.9172204,2023
Glenroy,740900,-37.70453633,144.9172204,2024
Gowrie,231100,-37.700678,144.9588743,2023
Gowrie,232350,-37.700678,144.9588743,2024
Greensborough,411400,-37.70395408,145.1082474,2023
Greensborough,378250,-37.70395408,145.1082474,2024
Hallam,551600,-38.01774038,145.2697768,2023
Hallam,521500,-38.01774038,145.2697768,2024
Hampton,493950,-37.93797681,145.0014706,2023
Hampton,482700,-37.93797681,145.0014706,2024
Hartwell,132400,-37.84398457,145.0755596,2023
Hartwell,138050,-37.84398457,145.0755596,2024
Hastings,14300,-38.30565853,145.1859799,2023
Hastings,10850,-38.30565853,145.1859799,2024
Hawksburn,378250,-37.84459087,145.0021421,2023
Hawksburn,447000,-37.84459087,145.0021421,2024
Hawkstowe,184850,-37.622992,145.097396,2023
Hawkstowe,208500,-37.622992,145.097396,2024
Hawthorn,523950,-37.82182601,145.0228987,2023
Hawthorn,531400,-37.82182601,145.0228987,2024
Heatherdale,406400,-37.81889537,145.2127872,2023
Heatherdale,448700,-37.81889537,145.2127872,2024
Heathmont,150050,-37.82832227,145.2445554,2023
Heathmont,199600,-37.82832227,145.2445554,2024
Heidelberg,702150,-37.75707293,145.0606855,2023
Heidelberg,822300,-37.75707293,145.0606855,2024
Heyington,185750,-37.83467244,145.0226353,2023
Heyington,189500,-37.83467244,145.0226353,2024
Highett,345050,-37.948425,145.0418718,2023
Highett,410950,-37.948425,145.0418718,2024
Holmesglen,396900,-37.87440222,145.090662,2023
Holmesglen,383100,-37.87440222,145.090662,2024
Hoppers Crossing,349850,-37.88327618,144.7009549,2020
Hoppers Crossing,897300,-37.88327618,144.7009549,2023
Hoppers Crossing,925850,-37.88327618,144.7009549,2024
Hughesdale,548700,-37.89488129,145.0776351,2023
Hughesdale,555350,-37.89488129,145.0776351,2024
Huntingdale,556100,-37.91101734,145.1023643,2020
Huntingdale,1391450,-37.91101734,145.1023643,2023
Huntingdale,1590050,-37.91101734,145.1023643,2024
Hurstbridge,82350,-37.63939817,145.1920169,2023
Hurstbridge,75700,-37.63939817,145.1920169,2024
Ivanhoe,597750,-37.76889674,145.0454252,2023
Ivanhoe,617600,-37.76889674,145.0454252,2024
Jacana,215600,-37.69513079,144.9158505,2023
Jacana,213150,-37.69513079,144.9158505,2024
Jewell,349050,-37.77498702,144.9587169,2023
Jewell,395350,-37.77498702,144.9587169,2024
Jolimont,358650,-37.81652702,144.9840983,2020
Jolimont,1027200,-37.81652702,144.9840983,2023
Jolimont,1060400,-37.81652702,144.9840983,2024
Jordanville,386400,-37.87360339,145.1120902,2023
Jordanville,388950,-37.87360339,145.1120902,2024
Kananook,173700,-38.12174203,145.1352953,2023
Kananook,173050,-38.12174203,145.1352953,2024
Keilor Plains,614000,-37.72927934,144.7937381,2023
Keilor Plains,599750,-37.72927934,144.7937381,2024
Kensington,435300,-37.79378022,144.9305244,2023
Kensington,421500,-37.79378022,144.9305244,2024
Keon Park,133550,-37.69487012,145.0118838,2023
Keon Park,293800,-37.69487012,145.0118838,2024
Kooyong,257850,-37.83992894,145.0335516,2023
Kooyong,233000,-37.83992894,145.0335516,2024
Laburnum,291150,-37.82078023,145.1407027,2023
Laburnum,316900,-37.82078023,145.1407027,2024
Lalor,446900,-37.66585075,145.0171932,2023
Lalor,494550,-37.66585075,145.0171932,2024
Laverton,596350,-37.86369404,144.7726167,2020
Laverton,912600,-37.86369404,144.7726167,2023
Laverton,892250,-37.86369404,144.7726167,2024
Leawarra,5150,-38.152034,145.139534,2023
Leawarra,5500,-38.152034,145.139534,2024
Lilydale,410150,-37.75551777,145.3477102,2023
Lilydale,512300,-37.75551777,145.3477102,2024
Lynbrook,393250,-38.05734118,145.2492751,2023
Lynbrook,407450,-38.05734118,145.2492751,2024
Macaulay,279350,-37.79426673,144.9361663,2023
Macaulay,303550,-37.79426673,144.9361663,2024
Macleod,382150,-37.7260123,145.0691433,2023
Macleod,314850,-37.7260123,145.0691433,2024
Malvern,612550,-37.8662533,145.0292939,2023
Malvern,703650,-37.8662533,145.0292939,2024
McKinnon,369950,-37.91030903,145.038299,2024
Mckinnon,307050,-37.91030903,145.038299,2023
Melbourne Central,4206700,-37.80993877,144.9625935,2020
Melbourne Central,11176650,-37.80993877,144.9625935,2023
Melbourne Central,11876900,-37.80993877,144.9625935,2024
Mentone,362550,-37.9818654,145.0651659,2020
Mentone,670400,-37.9818654,145.0651659,2023
Mentone,583650,-37.9818654,145.0651659,2024
Merinda Park,510450,-38.07900048,145.2635114,2023
Merinda Park,577750,-38.07900048,145.2635114,2024
Merlynston,257800,-37.72093389,144.9613135,2023
Merlynston,284100,-37.72093389,144.9613135,2024
Mernda,710550,-37.602549,145.100883,2023
Mernda,662700,-37.602549,145.100883,2024
Merri,146100,-37.77784668,144.9929725,2023
Merri,147850,-37.77784668,144.9929725,2024
Middle Brighton,526150,-37.91513441,144.9962991,2023
Middle Brighton,512250,-37.91513441,144.9962991,2024
Middle Footscray,201800,-37.8025047,144.8914721,2023
Middle Footscray,190800,-37.8025047,144.8914721,2024
Middle Gorge,203450,-37.644062,145.09214,2023
Middle Gorge,222950,-37.644062,145.09214,2024
Mitcham,401050,-37.81800987,145.1919735,2020
Mitcham,833250,-37.81800987,145.1919735,2023
Mitcham,925550,-37.81800987,145.1919735,2024
Montmorency,192650,-37.71529624,145.1215157,2023
Montmorency,175700,-37.71529624,145.1215157,2024
Moonee Ponds,362450,-37.76570666,144.9191607,2020
Moonee Ponds,759550,-37.76570666,144.9191607,2023
Moonee Ponds,782550,-37.76570666,144.9191607,2024
Moorabbin,524250,-37.93435329,145.0367383,2023
Moorabbin,520000,-37.93435329,145.0367383,2024
Mooroolbark,465850,-37.78474883,145.3124024,2023
Mooroolbark,569250,-37.78474883,145.3124024,2024
Mordialloc,538700,-38.00658295,145.0876594,2023
Mordialloc,529850,-38.00658295,145.0876594,2024
Moreland,268250,-37.75448484,144.961823,2023
Moreland,273050,-37.75448484,144.961823,2024
Morradoo,3600,-38.35403334,145.1896025,2023
Morradoo,3400,-38.35403334,145.1896025,2024
Mount Waverley,652600,-37.87525526,145.1280557,2023
Mount Waverley,658250,-37.87525526,145.1280557,2024
Murrumbeena,714250,-37.89019832,145.0673749,2023
Murrumbeena,712400,-37.89019832,145.0673749,2024
Narre Warren,268150,-38.02780932,145.3039694,2023
Narre Warren,522200,-38.02780932,145.3039694,2024
Newmarket,598050,-37.78732767,144.9289785,2023
Newmarket,600650,-37.78732767,144.9289785,2024
Newport,497600,-37.84271757,144.8835999,2020
Newport,1231700,-37.84271757,144.8835999,2023
Newport,1245950,-37.84271757,144.8835999,2024
Noble Park,513650,-37.96723193,145.1769357,2020
Noble Park,1001850,-37.96723193,145.1769357,2023
Noble Park,993800,-37.96723193,145.1769357,2024
North Brighton,524650,-37.90488721,145.002605,2023
North Brighton,502000,-37.90488721,145.002605,2024
North Melbourne,669700,-37.80630984,144.9415102,2020
North Melbourne,1220400,-37.80630984,144.9415102,2023
North Melbourne,1394050,-37.80630984,144.9415102,2024
North Richmond,609400,-37.81039836,144.9925003,2023
North Richmond,608300,-37.81039836,144.9925003,2024
North Williamstown,260900,-37.85733348,144.8890695,2023
North Williamstown,271600,-37.85733348,144.8890695,2024
Northcote,278000,-37.76986537,144.9952772,2023
Northcote,293050,-37.76986537,144.9952772,2024
Nunawading,390550,-37.82060317,145.1748917,2020
Nunawading,672750,-37.82060317,145.1748917,2023
Nunawading,758050,-37.82060317,145.1748917,2024
Oak Park,437000,-37.71794973,144.9215188,2023
Oak Park,418000,-37.71794973,144.9215188,2024
Oakleigh,763050,-37.90037214,145.0883079,2020
Oakleigh,1555100,-37.90037214,145.0883079,2023
Oakleigh,1624200,-37.90037214,145.0883079,2024
Officer,163300,-38.06614572,145.4109872,2023
Officer,208600,-38.06614572,145.4109872,2024
Ormond,456750,-37.90321167,145.0396134,2023
Ormond,539450,-37.90321167,145.0396134,2024
Pakenham,451700,-38.08061397,145.4863791,2023
Pakenham,495750,-38.08061397,145.4863791,2024
Parkdale,69450,-37.99307882,145.0763268,2023
Parkdale,268050,-37.99307882,145.0763268,2024
Parliament,2213650,-37.81105406,144.9729109,2020
Parliament,5862900,-37.81105406,144.9729109,2023
Parliament,6344650,-37.81105406,144.9729109,2024
Pascoe Vale,530800,-37.73075596,144.9281956,2023
Pascoe Vale,538950,-37.73075596,144.9281956,2024
Patterson,248350,-37.92514919,145.03547,2023
Patterson,287550,-37.92514919,145.03547,2024
Prahran,473550,-37.84951848,144.9898599,2020
Prahran,893300,-37.84951848,144.9898599,2023
Prahran,879500,-37.84951848,144.9898599,2024
Preston,568750,-37.73867424,145.000522,2023
Preston,581250,-37.73867424,145.000522,2024
Regent,369000,-37.72840277,145.0027726,2023
Regent,382700,-37.72840277,145.0027726,2024
Reservoir,349200,-37.71688492,145.0069958,2020
Reservoir,852650,-37.71688492,145.0069958,2023
Reservoir,757800,-37.71688492,145.0069958,2024
Richmond,1292650,-37.82407446,144.9901643,2020
Richmond,3722400,-37.82407446,144.9901643,2023
Richmond,3712750,-37.82407446,144.9901643,2024
Ringwood,852050,-37.81588648,145.2289685,2020
Ringwood,1606950,-37.81588648,145.2289685,2023
Ringwood,1514250,-37.81588648,145.2289685,2024
Ringwood East,213500,-37.81196804,145.2501909,2023
Ringwood East,268800,-37.81196804,145.2501909,2024
Ripponlea,487100,-37.87590643,144.9952366,2023
Ripponlea,465900,-37.87590643,144.9952366,2024
Riversdale,146100,-37.83150543,145.069646,2023
Riversdale,144000,-37.83150543,145.069646,2024
Rosanna,505100,-37.7428786,145.0661403,2023
Rosanna,432900,-37.7428786,145.0661403,2024
Roxburgh Park,512350,-37.63823121,144.9354037,2023
Roxburgh Park,498650,-37.63823121,144.9354037,2024
Royal Park,304600,-37.78119293,144.9523013,2023
Royal Park,291800,-37.78119293,144.9523013,2024
Rushall,119850,-37.78321711,144.9924071,2023
Rushall,123150,-37.78321711,144.9924071,2024
Ruthven,302050,-37.70789754,145.0095166,2023
Ruthven,289350,-37.70789754,145.0095166,2024
Sandown Park,421450,-37.95650457,145.1628259,2023
Sandown Park,458700,-37.95650457,145.1628259,2024
Sandringham,350400,-37.95033018,145.0045614,2020
Sandringham,786850,-37.95033018,145.0045614,2023
Sandringham,710850,-37.95033018,145.0045614,2024
Seaford,308950,-38.10402104,145.1282304,2023
Seaford,320500,-38.10402104,145.1282304,2024
Seaholme,86500,-37.86784231,144.8409577,2023
Seaholme,93100,-37.86784231,144.8409577,2024
Seddon,381350,-37.80900514,144.8956716,2023
Seddon,416600,-37.80900514,144.8956716,2024
Showgrounds,138000,-37.7835,144.915,2023
Showgrounds,114900,-37.7835,144.915,2024
Somerville,7400,-38.22534196,145.1762449,2023
Somerville,8050,-38.22534196,145.1762449,2024
South Kensington,304650,-37.79953087,144.925469,2023
South Kensington,324400,-37.79953087,144.925469,2024
South Morang,534400,-37.6491588,145.0670324,2023
South Morang,569650,-37.6491588,145.0670324,2024
South Yarra,1669900,-37.83844935,144.9923422,2020
South Yarra,3100250,-37.83844935,144.9923422,2023
South Yarra,3199050,-37.83844935,144.9923422,2024
Southern Cross,4556450,-37.81793643,144.9514112,2020
Southern Cross,14019450,-37.81793643,144.9514112,2023
Southern Cross,14696050,-37.81793643,144.9514112,2024
Southland,432800,-37.958758,145.049124,2023
Southland,479000,-37.958758,145.049124,2024
Spotswood,294100,-37.83063888,144.8859335,2023
Spotswood,354600,-37.83063888,144.8859335,2024
Springvale,754300,-37.94950878,145.1534518,2020
Springvale,1473100,-37.94950878,145.1534518,2023
Springvale,1429400,-37.94950878,145.1534518,2024
St Albans,500200,-37.74486131,144.8000505,2020
St Albans,1022200,-37.74486131,144.8000505,2023
St Albans,962650,-37.74486131,144.8000505,2024
Stony Point,6700,-38.37423454,145.2218375,2023
Stony Point,6950,-38.37423454,145.2218375,2024
Strathmore,299900,-37.74359132,144.9273157,2023
Strathmore,303300,-37.74359132,144.9273157,2024
Sunbury,690850,-37.57909097,144.7273188,2023
Sunbury,691050,-37.57909097,144.7273188,2024
Sunshine,896350,-37.78853633,144.8328782,2020
Sunshine,1830400,-37.78853633,144.8328782,2023
Sunshine,1577600,-37.78853633,144.8328782,2024
Syndal,682000,-37.87622963,145.1497805,2023
Syndal,698100,-37.87622963,145.1497805,2024
Tecoma,43350,-37.90811849,145.3429946,2023
Tecoma,47250,-37.90811849,145.3429946,2024
Thomastown,635600,-37.68033809,145.0142789,2023
Thomastown,595700,-37.68033809,145.0142789,2024
Thornbury,372350,-37.75505179,144.9985715,2023
Thornbury,376150,-37.75505179,144.9985715,2024
Toorak,363150,-37.85077381,145.0139086,2023
Toorak,417900,-37.85077381,145.0139086,2024
Tooronga,467850,-37.84936553,145.0417337,2023
Tooronga,453150,-37.84936553,145.0417337,2024
Tottenham,422000,-37.7992509,144.8629449,2023
Tottenham,394350,-37.7992509,144.8629449,2024
Tyabb,3250,-38.259815,145.1864007,2023
Tyabb,4050,-38.259815,145.1864007,2024
Union,512800,-37.823477,145.1000368,2023
Union,593100,-37.823477,145.1000368,2024
Upfield,275250,-37.66607779,144.9467399,2023
Upfield,264250,-37.66607779,144.9467399,2024
Upper Ferntree Gully,155150,-37.8926717,145.3075302,2023
Upper Ferntree Gully,180450,-37.8926717,145.3075302,2024
Upwey,92050,-37.90369097,145.3313334,2023
Upwey,97850,-37.90369097,145.3313334,2024
Victoria Park,615100,-37.79915782,144.9944514,2023
Victoria Park,659700,-37.79915782,144.9944514,2024
Watergardens,528500,-37.70112872,144.7741805,2020
Watergardens,1258850,-37.70112872,144.7741805,2023
Watergardens,1295450,-37.70112872,144.7741805,2024
Watsonia,434900,-37.71095798,145.0837934,2023
Watsonia,315600,-37.71095798,145.0837934,2024
Wattle Glen,30100,-37.66396792,145.1816145,2023
Wattle Glen,27200,-37.66396792,145.1816145,2024
Werribee,351350,-37.89937805,144.661118,2020
Werribee,1085250,-37.89937805,144.661118,2023
Werribee,1049600,-37.89937805,144.661118,2024
West Footscray,522700,-37.8018087,144.8853248,2023
West Footscray,512550,-37.8018087,144.8853248,2024
West Richmond,396750,-37.81494896,144.9914228,2023
West Richmond,407750,-37.81494896,144.9914228,2024
Westall,665850,-37.93849121,145.1388326,2023
Westall,634250,-37.93849121,145.1388326,2024
Westgarth,195700,-37.7806207,144.9992332,2023
Westgarth,201950,-37.7806207,144.9992332,2024
Westona,222100,-37.86516348,144.8134936,2023
Westona,229400,-37.86516348,144.8134936,2024
Williams Landing,411450,-37.86986533,144.7474447,2020
Williams Landing,1359750,-37.86986533,144.7474447,2023
Williams Landing,1389550,-37.86986533,144.7474447,2024
Williamstown,143650,-37.86775292,144.9053233,2023
Williamstown,149500,-37.86775292,144.9053233,2024
Williamstown Beach,158900,-37.86398189,144.8944837,2023
Williamstown Beach,166350,-37.86398189,144.8944837,2024
Willison,75100,-37.83571565,145.0702976,2023
Willison,73100,-37.83571565,145.0702976,2024
Windsor,601350,-37.85605308,144.9920352,2023
Windsor,586800,-37.85605308,144.9920352,2024
Yarraman,275650,-37.97825454,145.1916003,2023
Yarraman,272450,-37.97825454,145.1916003,2024
Yarraville,368300,-37.81585044,144.8899337,2020
Yarraville,794400,-37.81585044,144.8899337,2023
Yarraville,820600,-37.81585044,144.8899337,2024
